image_key,split,image_id,stem,file_name,image_path,width,height,image_area,n_objects,n_edges,pairwise_truncated,class_entropy,total_bbox_area,image_area_density,graph_score_raw_sum,graph_score_mean,graph_score,S_iou,S_prox,S_scale,S_direction,relation_entropy,relation_counts
train:sequence-20250224-122404-071146-985a4c-b043ff86a0b81ae24ee132489d4ce8ffe11dc4da9e712b310adab8da73f223cd-14,train,sequence-20250224-122404-071146-985a4c-b043ff86a0b81ae24ee132489d4ce8ffe11dc4da9e712b310adab8da73f223cd-14,sequence-20250224-122404-071146-985a4c-b043ff86a0b81ae24ee132489d4ce8ffe11dc4da9e712b310adab8da73f223cd-14,sequence-20250224-122404-071146-985a4c-b043ff86a0b81ae24ee132489d4ce8ffe11dc4da9e712b310adab8da73f223cd-14.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-122404-071146-985a4c-b043ff86a0b81ae24ee132489d4ce8ffe11dc4da9e712b310adab8da73f223cd-14.npy,256,192,49152,1,0,False,0.0,1733.3884108671919,0.03526587749973942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-11,train,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-11,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-11,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-11.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-11.npy,256,192,49152,1,0,False,0.0,1760.9231745734942,0.035826073701446415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-20,train,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-20,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-20,sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-20.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-123134-371678-ce4b3d-e5af35e92850398a089f3e7b45c52fc77d86e7653fdeb7a213e522885f190abf-20.npy,256,192,49152,1,0,False,0.0,2419.7560620827135,0.04923006311203437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-123954-657508-94f5a2-1733456dee8bfd277d886800fd375f4752f28e7bd4cf65b94d303c58bedba796-63,train,sequence-20250224-123954-657508-94f5a2-1733456dee8bfd277d886800fd375f4752f28e7bd4cf65b94d303c58bedba796-63,sequence-20250224-123954-657508-94f5a2-1733456dee8bfd277d886800fd375f4752f28e7bd4cf65b94d303c58bedba796-63,sequence-20250224-123954-657508-94f5a2-1733456dee8bfd277d886800fd375f4752f28e7bd4cf65b94d303c58bedba796-63.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-123954-657508-94f5a2-1733456dee8bfd277d886800fd375f4752f28e7bd4cf65b94d303c58bedba796-63.npy,256,192,49152,1,0,False,0.0,2150.892029823968,0.043760010372395186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-124204-661520-985a4c-a767f4a326b35d447356cf5e4bcf95590de944dfc6e5f86098a3e064efbbb584-10,train,sequence-20250224-124204-661520-985a4c-a767f4a326b35d447356cf5e4bcf95590de944dfc6e5f86098a3e064efbbb584-10,sequence-20250224-124204-661520-985a4c-a767f4a326b35d447356cf5e4bcf95590de944dfc6e5f86098a3e064efbbb584-10,sequence-20250224-124204-661520-985a4c-a767f4a326b35d447356cf5e4bcf95590de944dfc6e5f86098a3e064efbbb584-10.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-124204-661520-985a4c-a767f4a326b35d447356cf5e4bcf95590de944dfc6e5f86098a3e064efbbb584-10.npy,256,192,49152,1,0,False,0.0,2422.6942491524387,0.04928984068099851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-124513-567539-ce4b3d-fcd09a8d090a618a08b4ca9adb8c1ec8c9caf9b0b86cc07f7b0870c89a1c149e-23,train,sequence-20250224-124513-567539-ce4b3d-fcd09a8d090a618a08b4ca9adb8c1ec8c9caf9b0b86cc07f7b0870c89a1c149e-23,sequence-20250224-124513-567539-ce4b3d-fcd09a8d090a618a08b4ca9adb8c1ec8c9caf9b0b86cc07f7b0870c89a1c149e-23,sequence-20250224-124513-567539-ce4b3d-fcd09a8d090a618a08b4ca9adb8c1ec8c9caf9b0b86cc07f7b0870c89a1c149e-23.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-124513-567539-ce4b3d-fcd09a8d090a618a08b4ca9adb8c1ec8c9caf9b0b86cc07f7b0870c89a1c149e-23.npy,256,192,49152,1,0,False,0.0,1884.1818582039905,0.03833377803963197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-125058-219391-ce4b3d-ad92e2e44a37046556a1460e1810be6a34fe6ef6459aa64d4a6a5ff8723b3593-22,train,sequence-20250224-125058-219391-ce4b3d-ad92e2e44a37046556a1460e1810be6a34fe6ef6459aa64d4a6a5ff8723b3593-22,sequence-20250224-125058-219391-ce4b3d-ad92e2e44a37046556a1460e1810be6a34fe6ef6459aa64d4a6a5ff8723b3593-22,sequence-20250224-125058-219391-ce4b3d-ad92e2e44a37046556a1460e1810be6a34fe6ef6459aa64d4a6a5ff8723b3593-22.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-125058-219391-ce4b3d-ad92e2e44a37046556a1460e1810be6a34fe6ef6459aa64d4a6a5ff8723b3593-22.npy,256,192,49152,1,0,False,0.0,1747.247171883937,0.03554783471443557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-125649-228731-985a0a-72d235668f9634c909dffea7e5306ce1b970f0f6589e4f4bd0f697880b91003d-15,train,sequence-20250224-125649-228731-985a0a-72d235668f9634c909dffea7e5306ce1b970f0f6589e4f4bd0f697880b91003d-15,sequence-20250224-125649-228731-985a0a-72d235668f9634c909dffea7e5306ce1b970f0f6589e4f4bd0f697880b91003d-15,sequence-20250224-125649-228731-985a0a-72d235668f9634c909dffea7e5306ce1b970f0f6589e4f4bd0f697880b91003d-15.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-125649-228731-985a0a-72d235668f9634c909dffea7e5306ce1b970f0f6589e4f4bd0f697880b91003d-15.npy,256,192,49152,1,0,False,0.0,1546.9683885248378,0.03147315243580806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-130316-026648-94fdf1-5ca6b740085d1795644538e103783592373d910a2b56375167f46c48328b7d39-49,train,sequence-20250224-130316-026648-94fdf1-5ca6b740085d1795644538e103783592373d910a2b56375167f46c48328b7d39-49,sequence-20250224-130316-026648-94fdf1-5ca6b740085d1795644538e103783592373d910a2b56375167f46c48328b7d39-49,sequence-20250224-130316-026648-94fdf1-5ca6b740085d1795644538e103783592373d910a2b56375167f46c48328b7d39-49.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-130316-026648-94fdf1-5ca6b740085d1795644538e103783592373d910a2b56375167f46c48328b7d39-49.npy,256,192,49152,1,0,False,0.0,948.5984062839998,0.01929928398201497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-130442-221956-985a04-eab4932aa6be09fc19595aaa646442c7f13aca3cde04f284752e3e441c7ff211-12,train,sequence-20250224-130442-221956-985a04-eab4932aa6be09fc19595aaa646442c7f13aca3cde04f284752e3e441c7ff211-12,sequence-20250224-130442-221956-985a04-eab4932aa6be09fc19595aaa646442c7f13aca3cde04f284752e3e441c7ff211-12,sequence-20250224-130442-221956-985a04-eab4932aa6be09fc19595aaa646442c7f13aca3cde04f284752e3e441c7ff211-12.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-130442-221956-985a04-eab4932aa6be09fc19595aaa646442c7f13aca3cde04f284752e3e441c7ff211-12.npy,256,192,49152,1,0,False,0.0,478.8736247461078,0.009742708836794185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-131620-129689-ce3385-719b68fdd7f88758e11961dc35d2806ccd3c6950a1564add5feaf2598cb69007-5,train,sequence-20250224-131620-129689-ce3385-719b68fdd7f88758e11961dc35d2806ccd3c6950a1564add5feaf2598cb69007-5,sequence-20250224-131620-129689-ce3385-719b68fdd7f88758e11961dc35d2806ccd3c6950a1564add5feaf2598cb69007-5,sequence-20250224-131620-129689-ce3385-719b68fdd7f88758e11961dc35d2806ccd3c6950a1564add5feaf2598cb69007-5.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-131620-129689-ce3385-719b68fdd7f88758e11961dc35d2806ccd3c6950a1564add5feaf2598cb69007-5.npy,256,192,49152,1,0,False,0.0,1961.3578975084238,0.039903928578866044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-131922-034149-94fdf1-618eb24c438c6652e05892dc876190e991d6c1b676f7ee8e488e9f6671eb1837-63,train,sequence-20250224-131922-034149-94fdf1-618eb24c438c6652e05892dc876190e991d6c1b676f7ee8e488e9f6671eb1837-63,sequence-20250224-131922-034149-94fdf1-618eb24c438c6652e05892dc876190e991d6c1b676f7ee8e488e9f6671eb1837-63,sequence-20250224-131922-034149-94fdf1-618eb24c438c6652e05892dc876190e991d6c1b676f7ee8e488e9f6671eb1837-63.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-131922-034149-94fdf1-618eb24c438c6652e05892dc876190e991d6c1b676f7ee8e488e9f6671eb1837-63.npy,256,192,49152,1,0,False,0.0,1927.3100260086358,0.039211222859876216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-132037-730866-94eaef-3800202d241049af032ab2d752f76628ce95f56258354233839b032b7dfa3997-37,train,sequence-20250224-132037-730866-94eaef-3800202d241049af032ab2d752f76628ce95f56258354233839b032b7dfa3997-37,sequence-20250224-132037-730866-94eaef-3800202d241049af032ab2d752f76628ce95f56258354233839b032b7dfa3997-37,sequence-20250224-132037-730866-94eaef-3800202d241049af032ab2d752f76628ce95f56258354233839b032b7dfa3997-37.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-132037-730866-94eaef-3800202d241049af032ab2d752f76628ce95f56258354233839b032b7dfa3997-37.npy,256,192,49152,1,0,False,0.0,1983.2209087477822,0.04034873268122929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-132107-360855-985a6d-de9019055deb72eaa7b57cc4e1410fcb9c06ba3a36f0af46a384a17fc91009bb-16,train,sequence-20250224-132107-360855-985a6d-de9019055deb72eaa7b57cc4e1410fcb9c06ba3a36f0af46a384a17fc91009bb-16,sequence-20250224-132107-360855-985a6d-de9019055deb72eaa7b57cc4e1410fcb9c06ba3a36f0af46a384a17fc91009bb-16,sequence-20250224-132107-360855-985a6d-de9019055deb72eaa7b57cc4e1410fcb9c06ba3a36f0af46a384a17fc91009bb-16.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-132107-360855-985a6d-de9019055deb72eaa7b57cc4e1410fcb9c06ba3a36f0af46a384a17fc91009bb-16.npy,256,192,49152,1,0,False,0.0,1472.3047574157827,0.029954116972163547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-133127-561432-ce3385-36ed1f20f978b23a32f805fd925704b68dcb274286d872e933daae83146fec13-18,train,sequence-20250224-133127-561432-ce3385-36ed1f20f978b23a32f805fd925704b68dcb274286d872e933daae83146fec13-18,sequence-20250224-133127-561432-ce3385-36ed1f20f978b23a32f805fd925704b68dcb274286d872e933daae83146fec13-18,sequence-20250224-133127-561432-ce3385-36ed1f20f978b23a32f805fd925704b68dcb274286d872e933daae83146fec13-18.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-133127-561432-ce3385-36ed1f20f978b23a32f805fd925704b68dcb274286d872e933daae83146fec13-18.npy,256,192,49152,1,0,False,0.0,1261.4764983435161,0.02566480506069979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-133323-934448-ce3385-3ed35af1404a6603dc9e3b7d4b2c4cccd649f97c2f11b06b1313c9657381b32e-59,train,sequence-20250224-133323-934448-ce3385-3ed35af1404a6603dc9e3b7d4b2c4cccd649f97c2f11b06b1313c9657381b32e-59,sequence-20250224-133323-934448-ce3385-3ed35af1404a6603dc9e3b7d4b2c4cccd649f97c2f11b06b1313c9657381b32e-59,sequence-20250224-133323-934448-ce3385-3ed35af1404a6603dc9e3b7d4b2c4cccd649f97c2f11b06b1313c9657381b32e-59.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-133323-934448-ce3385-3ed35af1404a6603dc9e3b7d4b2c4cccd649f97c2f11b06b1313c9657381b32e-59.npy,256,192,49152,1,0,False,0.0,1627.9137751199305,0.033119990541990774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-134121-549080-94eea3-a5b1a5d67bf0bd8834895c5a0e4953e183b4194cddab7bf8ded95de044d9aed3-27,train,sequence-20250224-134121-549080-94eea3-a5b1a5d67bf0bd8834895c5a0e4953e183b4194cddab7bf8ded95de044d9aed3-27,sequence-20250224-134121-549080-94eea3-a5b1a5d67bf0bd8834895c5a0e4953e183b4194cddab7bf8ded95de044d9aed3-27,sequence-20250224-134121-549080-94eea3-a5b1a5d67bf0bd8834895c5a0e4953e183b4194cddab7bf8ded95de044d9aed3-27.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-134121-549080-94eea3-a5b1a5d67bf0bd8834895c5a0e4953e183b4194cddab7bf8ded95de044d9aed3-27.npy,256,192,49152,1,0,False,0.0,1697.7350234708113,0.034540507476212796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-134122-655789-94f5a2-0e30a2e396fbdbbee456ab4b575e58f12159bcf84dbf7da2e1a781f3ff0576d8-14,train,sequence-20250224-134122-655789-94f5a2-0e30a2e396fbdbbee456ab4b575e58f12159bcf84dbf7da2e1a781f3ff0576d8-14,sequence-20250224-134122-655789-94f5a2-0e30a2e396fbdbbee456ab4b575e58f12159bcf84dbf7da2e1a781f3ff0576d8-14,sequence-20250224-134122-655789-94f5a2-0e30a2e396fbdbbee456ab4b575e58f12159bcf84dbf7da2e1a781f3ff0576d8-14.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-134122-655789-94f5a2-0e30a2e396fbdbbee456ab4b575e58f12159bcf84dbf7da2e1a781f3ff0576d8-14.npy,256,192,49152,1,0,False,0.0,1438.9568600049242,0.029275652262469976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-135518-140242-94eea3-c152f96db5c998e8324767a19d747fb29b745c04a00b1881b1b9372c0d0da0d9-26,train,sequence-20250224-135518-140242-94eea3-c152f96db5c998e8324767a19d747fb29b745c04a00b1881b1b9372c0d0da0d9-26,sequence-20250224-135518-140242-94eea3-c152f96db5c998e8324767a19d747fb29b745c04a00b1881b1b9372c0d0da0d9-26,sequence-20250224-135518-140242-94eea3-c152f96db5c998e8324767a19d747fb29b745c04a00b1881b1b9372c0d0da0d9-26.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-135518-140242-94eea3-c152f96db5c998e8324767a19d747fb29b745c04a00b1881b1b9372c0d0da0d9-26.npy,256,192,49152,1,0,False,0.0,1550.2734033935121,0.03154039313544743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-11,train,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-11,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-11,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-11.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-11.npy,256,192,49152,1,0,False,0.0,1889.8684585086291,0.03844947221900694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-23,train,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-23,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-23,sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-23.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-140652-137807-94eadd-2bdda73cd3a5ee93fbcb9a03e5f08dac990fe8ffa7037e0a108a60d7469518b7-23.npy,256,192,49152,1,0,False,0.0,1979.4148214387242,0.04027129763669279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-141133-411652-985a04-f0ec5134620cb88c862da5e34509fdd07520fc6531ff7c986422e05b0241a175-27,train,sequence-20250224-141133-411652-985a04-f0ec5134620cb88c862da5e34509fdd07520fc6531ff7c986422e05b0241a175-27,sequence-20250224-141133-411652-985a04-f0ec5134620cb88c862da5e34509fdd07520fc6531ff7c986422e05b0241a175-27,sequence-20250224-141133-411652-985a04-f0ec5134620cb88c862da5e34509fdd07520fc6531ff7c986422e05b0241a175-27.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-141133-411652-985a04-f0ec5134620cb88c862da5e34509fdd07520fc6531ff7c986422e05b0241a175-27.npy,256,192,49152,1,0,False,0.0,1267.5228873991873,0.025787819160953518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-141941-531393-94eea3-edc0257b81243a0e0b8a81c468f2ac9c296e5c71fc8d6ff31242bd4bacc8fa90-22,train,sequence-20250224-141941-531393-94eea3-edc0257b81243a0e0b8a81c468f2ac9c296e5c71fc8d6ff31242bd4bacc8fa90-22,sequence-20250224-141941-531393-94eea3-edc0257b81243a0e0b8a81c468f2ac9c296e5c71fc8d6ff31242bd4bacc8fa90-22,sequence-20250224-141941-531393-94eea3-edc0257b81243a0e0b8a81c468f2ac9c296e5c71fc8d6ff31242bd4bacc8fa90-22.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-141941-531393-94eea3-edc0257b81243a0e0b8a81c468f2ac9c296e5c71fc8d6ff31242bd4bacc8fa90-22.npy,256,192,49152,1,0,False,0.0,1222.158410147953,0.024864876508543965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-143101-158354-985a6d-8cebcaa0ceb58a76fc8a037c17a622743f44e0a31ec7269a76a3ee1d2c8a9788-14,train,sequence-20250224-143101-158354-985a6d-8cebcaa0ceb58a76fc8a037c17a622743f44e0a31ec7269a76a3ee1d2c8a9788-14,sequence-20250224-143101-158354-985a6d-8cebcaa0ceb58a76fc8a037c17a622743f44e0a31ec7269a76a3ee1d2c8a9788-14,sequence-20250224-143101-158354-985a6d-8cebcaa0ceb58a76fc8a037c17a622743f44e0a31ec7269a76a3ee1d2c8a9788-14.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-143101-158354-985a6d-8cebcaa0ceb58a76fc8a037c17a622743f44e0a31ec7269a76a3ee1d2c8a9788-14.npy,256,192,49152,1,0,False,0.0,4183.0042954310775,0.08510344025535233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-143214-650065-985d31-c9fa9d249cf607fb26a8f8ce3319d6109fda072889f1b988a9b8968eecad3f4f-12,train,sequence-20250224-143214-650065-985d31-c9fa9d249cf607fb26a8f8ce3319d6109fda072889f1b988a9b8968eecad3f4f-12,sequence-20250224-143214-650065-985d31-c9fa9d249cf607fb26a8f8ce3319d6109fda072889f1b988a9b8968eecad3f4f-12,sequence-20250224-143214-650065-985d31-c9fa9d249cf607fb26a8f8ce3319d6109fda072889f1b988a9b8968eecad3f4f-12.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-143214-650065-985d31-c9fa9d249cf607fb26a8f8ce3319d6109fda072889f1b988a9b8968eecad3f4f-12.npy,256,192,49152,1,0,False,0.0,1572.1312673960638,0.03198509251700976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-143443-343365-94eadd-f6fe81cde91ee89f3f916476cf58d9516eb6026c71a4ff042cca35cbfbcb447d-27,train,sequence-20250224-143443-343365-94eadd-f6fe81cde91ee89f3f916476cf58d9516eb6026c71a4ff042cca35cbfbcb447d-27,sequence-20250224-143443-343365-94eadd-f6fe81cde91ee89f3f916476cf58d9516eb6026c71a4ff042cca35cbfbcb447d-27,sequence-20250224-143443-343365-94eadd-f6fe81cde91ee89f3f916476cf58d9516eb6026c71a4ff042cca35cbfbcb447d-27.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-143443-343365-94eadd-f6fe81cde91ee89f3f916476cf58d9516eb6026c71a4ff042cca35cbfbcb447d-27.npy,256,192,49152,1,0,False,0.0,2972.9480596694048,0.060484783115018814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-144533-173616-985a6d-08148ec7bbe683fce2b22db445a0c686dff75df0600097046864e85e0d7e1df8-46,train,sequence-20250224-144533-173616-985a6d-08148ec7bbe683fce2b22db445a0c686dff75df0600097046864e85e0d7e1df8-46,sequence-20250224-144533-173616-985a6d-08148ec7bbe683fce2b22db445a0c686dff75df0600097046864e85e0d7e1df8-46,sequence-20250224-144533-173616-985a6d-08148ec7bbe683fce2b22db445a0c686dff75df0600097046864e85e0d7e1df8-46.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-144533-173616-985a6d-08148ec7bbe683fce2b22db445a0c686dff75df0600097046864e85e0d7e1df8-46.npy,256,192,49152,1,0,False,0.0,3926.7875657432014,0.07989069754523115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-144857-417789-985290-79b34097a610c8891f0d795d32a69aade729192dae2ee37766a0ae553db920dd-60,train,sequence-20250224-144857-417789-985290-79b34097a610c8891f0d795d32a69aade729192dae2ee37766a0ae553db920dd-60,sequence-20250224-144857-417789-985290-79b34097a610c8891f0d795d32a69aade729192dae2ee37766a0ae553db920dd-60,sequence-20250224-144857-417789-985290-79b34097a610c8891f0d795d32a69aade729192dae2ee37766a0ae553db920dd-60.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-144857-417789-985290-79b34097a610c8891f0d795d32a69aade729192dae2ee37766a0ae553db920dd-60.npy,256,192,49152,1,0,False,0.0,1514.2871272655746,0.030808250473339325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-145014-774461-ce4b3d-65eb373cf11c71791ea66425dffbe06e30c27e3a72ba026f0e8213272eb8d6c3-62,train,sequence-20250224-145014-774461-ce4b3d-65eb373cf11c71791ea66425dffbe06e30c27e3a72ba026f0e8213272eb8d6c3-62,sequence-20250224-145014-774461-ce4b3d-65eb373cf11c71791ea66425dffbe06e30c27e3a72ba026f0e8213272eb8d6c3-62,sequence-20250224-145014-774461-ce4b3d-65eb373cf11c71791ea66425dffbe06e30c27e3a72ba026f0e8213272eb8d6c3-62.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-145014-774461-ce4b3d-65eb373cf11c71791ea66425dffbe06e30c27e3a72ba026f0e8213272eb8d6c3-62.npy,256,192,49152,1,0,False,0.0,928.4385533456225,0.018889130723991343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-145238-227890-985d31-e910a4b34942a8dee7d05a3f928a3d4fadd26410c362dac2374d316dd9e9fa5f-42,train,sequence-20250224-145238-227890-985d31-e910a4b34942a8dee7d05a3f928a3d4fadd26410c362dac2374d316dd9e9fa5f-42,sequence-20250224-145238-227890-985d31-e910a4b34942a8dee7d05a3f928a3d4fadd26410c362dac2374d316dd9e9fa5f-42,sequence-20250224-145238-227890-985d31-e910a4b34942a8dee7d05a3f928a3d4fadd26410c362dac2374d316dd9e9fa5f-42.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-145238-227890-985d31-e910a4b34942a8dee7d05a3f928a3d4fadd26410c362dac2374d316dd9e9fa5f-42.npy,256,192,49152,1,0,False,0.0,1838.946617004607,0.03741346470142837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
train:sequence-20250224-145644-006960-985290-2b4879ae031cf0d424ab67d670d610b1ddcb358897e4a060e1875fd16abb6a06-1,train,sequence-20250224-145644-006960-985290-2b4879ae031cf0d424ab67d670d610b1ddcb358897e4a060e1875fd16abb6a06-1,sequence-20250224-145644-006960-985290-2b4879ae031cf0d424ab67d670d610b1ddcb358897e4a060e1875fd16abb6a06-1,sequence-20250224-145644-006960-985290-2b4879ae031cf0d424ab67d670d610b1ddcb358897e4a060e1875fd16abb6a06-1.npy,/projets/Fbassignana/diffusers_try/flow_matching_trial/data/raw/v18/train/sequence-20250224-145644-006960-985290-2b4879ae031cf0d424ab67d670d610b1ddcb358897e4a060e1875fd16abb6a06-1.npy,256,192,49152,1,0,False,0.0,1307.4603454601317,0.026600348825279372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
